TimeStamp,inject_serive,inject_type,time,last_time (s)
2022-03-30 01:03:00,setcurrency,excessive flow,9188,180
2022-03-30 01:21:00,browseproduct,excessive flow,9206,180
2022-03-30 01:40:00,setcurrency,excessive flow,9225,180
2022-03-30 01:59:00,mysql,db_delay,9244,180
2022-03-30 02:18:00,recommendationservice,faulty-update,9263,180
2022-03-30 02:37:00,cartservice,faulty-update,9282,180
2022-03-30 02:58:00,emailservice,faulty-update,9303,180
2022-03-30 03:16:00,mysql,db_delay,9321,180
2022-03-30 03:36:00,adservice,faulty-update,9341,180
2022-03-30 03:55:00,paymentservice,cpu,9360,180
2022-03-30 04:14:00,paymentservice,faulty-update,9379,180
2022-03-30 04:34:00,adservice,cpu,9399,180
2022-03-30 04:53:00,emailservice,faulty-update,9418,180
2022-03-30 05:12:00,index,excessive flow,9437,180
2022-03-30 05:30:00,emailservice,cpu,9455,180
2022-03-30 05:48:00,mysql,db_delay,9473,180
2022-03-30 06:08:00,currencyservice,cpu,9493,180
2022-03-30 06:27:00,shippingservice,faulty-update,9512,180
2022-03-30 06:47:00,productcatalogservice,latency,9532,180
2022-03-30 07:05:00,shippingservice,cpu,9550,180
2022-03-30 07:25:00,emailservice,faulty-update,9570,180
2022-03-30 07:44:00,checkout,excessive flow,9589,180
2022-03-30 08:03:00,emailservice,cpu,9608,180
2022-03-30 08:21:00,mysql,db_delay,9626,180
2022-03-30 08:40:00,emailservice,faulty-update,9645,180
2022-03-30 08:59:00,productcatalogservice,cpu,9664,180
2022-03-30 09:19:00,index,excessive flow,9684,180
2022-03-30 09:38:00,index,excessive flow,9703,180
2022-03-30 09:58:00,mysql,db_delay,9723,180
2022-03-30 10:17:00,adservice,faulty-update,9742,180
2022-03-30 10:37:00,cartservice,cpu,9762,180
2022-03-30 10:56:00,browseproduct,excessive flow,9781,180
2022-03-30 11:15:00,productcatalogservice,faulty-update,9800,180
2022-03-30 11:33:00,index,excessive flow,9818,180
2022-03-30 11:53:00,index,excessive flow,9838,180
2022-03-30 12:12:00,adservice,cpu,9857,180
2022-03-30 12:31:00,index,excessive flow,9876,180
2022-03-30 12:50:00,recommendationservice,latency,9895,180
2022-03-30 13:09:00,adservice,faulty-update,9914,180
2022-03-30 13:28:00,shippingservice,faulty-update,9933,180
2022-03-30 13:48:00,cartservice,latency,9953,180
2022-03-30 14:07:00,emailservice,faulty-update,9972,180
2022-03-30 14:26:00,checkout,excessive flow,9991,180
2022-03-30 14:44:00,browseproduct,excessive flow,10009,180
2022-03-30 15:03:00,adservice,faulty-update,10028,180
2022-03-30 15:21:00,shippingservice,faulty-update,10046,180
2022-03-30 15:39:00,checkout,excessive flow,10064,180
2022-03-30 15:59:00,mysql,db_delay,10084,180
2022-03-30 16:18:00,cartservice,cpu,10103,180
2022-03-30 16:37:00,adservice,cpu,10122,180
2022-03-30 16:56:00,paymentservice,faulty-update,10141,180
2022-03-30 17:15:00,recommendationservice,faulty-update,10160,180
2022-03-30 17:34:00,paymentservice,cpu,10179,180
2022-03-30 17:53:00,productcatalogservice,latency,10198,180
2022-03-30 18:11:00,emailservice,faulty-update,10216,180
2022-03-30 18:30:00,shippingservice,faulty-update,10235,180
2022-03-30 18:48:00,emailservice,faulty-update,10253,180
2022-03-30 19:07:00,productcatalogservice,faulty-update,10272,180
2022-03-30 19:26:00,checkoutservice,faulty-update,10291,180
2022-03-30 19:45:00,checkout,excessive flow,10310,180
2022-03-30 20:04:00,adservice,faulty-update,10329,180
2022-03-30 20:23:00,browseproduct,excessive flow,10348,180
2022-03-30 20:42:00,mysql,db_delay,10367,180
2022-03-30 21:01:00,adservice,faulty-update,10386,180
2022-03-30 21:20:00,mysql,db_delay,10405,180
2022-03-30 21:38:00,cartservice,latency,10423,180
2022-03-30 21:56:00,adservice,cpu,10441,180
2022-03-30 22:16:00,index,excessive flow,10461,180
2022-03-30 22:34:00,currencyservice,cpu,10479,180
2022-03-30 22:53:00,mysql,db_delay,10498,180
2022-03-30 23:12:00,checkoutservice,cpu,10517,180
2022-03-30 23:30:00,mysql,db_delay,10535,180
2022-03-30 23:50:00,adservice,cpu,10555,180
2022-03-31 00:09:00,shippingservice,cpu,10574,180
2022-03-31 00:28:00,mysql,db_delay,10593,180
2022-03-31 00:47:00,checkoutservice,faulty-update,10612,180
2022-03-31 01:06:00,productcatalogservice,faulty-update,10631,180
2022-03-31 01:25:00,productcatalogservice,faulty-update,10650,180
2022-03-31 01:44:00,checkout,excessive flow,10669,180
2022-03-31 02:02:00,checkoutservice,cpu,10687,180
2022-03-31 02:22:00,viewcart,excessive flow,10707,180
2022-03-31 02:41:00,paymentservice,faulty-update,10726,180
2022-03-31 02:59:00,checkoutservice,latency,10744,180
2022-03-31 03:18:00,checkoutservice,latency,10763,180
2022-03-31 03:37:00,adservice,cpu,10782,180
2022-03-31 03:55:00,adservice,faulty-update,10800,180
2022-03-31 04:15:00,adservice,cpu,10820,180
2022-03-31 04:34:00,setcurrency,excessive flow,10839,180
2022-03-31 04:54:00,mysql,db_delay,10859,180
2022-03-31 05:13:00,checkout,excessive flow,10878,180
2022-03-31 05:31:00,recommendationservice,faulty-update,10896,180
2022-03-31 05:51:00,productcatalogservice,faulty-update,10916,180
2022-03-31 06:10:00,checkoutservice,latency,10935,180
2022-03-31 06:28:00,setcurrency,excessive flow,10953,180
2022-03-31 06:48:00,checkoutservice,faulty-update,10973,180
2022-03-31 07:07:00,checkoutservice,cpu,10992,180
2022-03-31 07:25:00,checkoutservice,cpu,11010,180
2022-03-31 07:45:00,cartservice,cpu,11030,180
2022-03-31 08:03:00,adservice,cpu,11048,180
2022-03-31 08:23:00,paymentservice,faulty-update,11068,180
2022-03-31 08:42:00,paymentservice,faulty-update,11087,180
2022-03-31 09:01:00,currencyservice,faulty-update,11106,180
2022-03-31 09:21:00,paymentservice,faulty-update,11126,180
2022-03-31 09:40:00,mysql,db_delay,11145,180
2022-03-31 09:59:00,productcatalogservice,cpu,11164,180
2022-03-31 10:17:00,recommendationservice,faulty-update,11182,180
2022-03-31 10:36:00,currencyservice,faulty-update,11201,180
2022-03-31 10:54:00,shippingservice,faulty-update,11219,180
2022-03-31 11:12:00,mysql,db_delay,11237,180
2022-03-31 11:31:00,checkoutservice,faulty-update,11256,180
2022-03-31 11:50:00,index,excessive flow,11275,180
2022-03-31 12:10:00,index,excessive flow,11295,180
2022-03-31 12:28:00,checkoutservice,cpu,11313,180
2022-03-31 12:48:00,mysql,db_delay,11333,180
2022-03-31 13:07:00,checkoutservice,faulty-update,11352,180
2022-03-31 13:25:00,currencyservice,faulty-update,11370,180
2022-03-31 13:44:00,mysql,db_delay,11389,180
2022-03-31 14:02:00,adservice,faulty-update,11407,180
2022-03-31 14:22:00,adservice,cpu,11427,180
2022-03-31 14:41:00,shippingservice,cpu,11446,180
2022-03-31 15:00:00,adservice,cpu,11465,180
2022-03-31 15:18:00,checkoutservice,faulty-update,11483,180
2022-03-31 15:37:00,adservice,cpu,11502,180
2022-03-31 15:56:00,cartservice,faulty-update,11521,180
2022-03-31 16:15:00,mysql,db_delay,11540,180
2022-03-31 16:34:00,checkoutservice,faulty-update,11559,180
2022-03-31 16:53:00,checkoutservice,latency,11578,180
2022-03-31 17:12:00,browseproduct,excessive flow,11597,180
2022-03-31 17:31:00,emailservice,faulty-update,11616,180
2022-03-31 17:50:00,shippingservice,faulty-update,11635,180
2022-03-31 18:09:00,emailservice,faulty-update,11654,180
2022-03-31 18:29:00,mysql,db_delay,11674,180
2022-03-31 18:49:00,setcurrency,excessive flow,11694,180
2022-03-31 19:07:00,adservice,cpu,11712,180
2022-03-31 19:26:00,shippingservice,cpu,11731,180
2022-03-31 19:44:00,checkoutservice,latency,11749,180
2022-03-31 20:03:00,emailservice,cpu,11768,180
2022-03-31 20:23:00,emailservice,cpu,11788,180
2022-03-31 20:41:00,checkoutservice,cpu,11806,180
2022-03-31 21:01:00,setcurrency,excessive flow,11826,180
2022-03-31 21:20:00,paymentservice,faulty-update,11845,180
2022-03-31 21:38:00,mysql,db_delay,11863,180
2022-03-31 21:57:00,checkout,excessive flow,11882,180
2022-03-31 22:15:00,mysql,db_delay,11900,180
2022-03-31 22:35:00,mysql,db_delay,11920,180
2022-03-31 22:55:00,checkout,excessive flow,11940,180
2022-03-31 23:14:00,adservice,cpu,11959,180
2022-03-31 23:34:00,mysql,db_delay,11979,180
2022-03-31 23:52:00,viewcart,excessive flow,11997,180
2022-04-01 00:12:00,index,excessive flow,12017,180
2022-04-01 00:31:00,paymentservice,faulty-update,12036,180
2022-04-01 00:50:00,mysql,db_delay,12055,180
2022-04-01 01:08:00,recommendationservice,faulty-update,12073,180
2022-04-01 01:27:00,productcatalogservice,cpu,12092,180
2022-04-01 01:47:00,recommendationservice,faulty-update,12112,180
2022-04-01 02:06:00,emailservice,faulty-update,12131,180
2022-04-01 02:24:00,adservice,faulty-update,12149,180
2022-04-01 02:43:00,currencyservice,faulty-update,12168,180
2022-04-01 03:02:00,adservice,faulty-update,12187,180
2022-04-01 03:22:00,browseproduct,excessive flow,12207,180
2022-04-01 03:40:00,shippingservice,faulty-update,12225,180
2022-04-01 03:58:00,checkout,excessive flow,12243,180
2022-04-01 04:18:00,viewcart,excessive flow,12263,180
2022-04-01 04:37:00,shippingservice,cpu,12282,180
2022-04-01 04:57:00,emailservice,faulty-update,12302,180
2022-04-01 05:15:00,currencyservice,cpu,12320,180
2022-04-01 05:35:00,checkout,excessive flow,12340,180
2022-04-01 05:53:00,mysql,db_delay,12358,180
2022-04-01 06:12:00,index,excessive flow,12377,180
2022-04-01 06:31:00,viewcart,excessive flow,12396,180
2022-04-01 06:50:00,adservice,faulty-update,12415,180
2022-04-01 07:09:00,browseproduct,excessive flow,12434,180
2022-04-01 07:29:00,currencyservice,faulty-update,12454,180
2022-04-01 07:48:00,checkoutservice,faulty-update,12473,180
2022-04-01 08:07:00,mysql,db_delay,12492,180
2022-04-01 08:26:00,mysql,db_delay,12511,180
2022-04-01 08:46:00,adservice,faulty-update,12531,180
2022-04-01 09:04:00,mysql,db_delay,12549,180
2022-04-01 09:23:00,adservice,cpu,12568,180
2022-04-01 09:42:00,checkoutservice,latency,12587,180
2022-04-01 10:01:00,browseproduct,excessive flow,12606,180
2022-04-01 10:19:00,mysql,db_delay,12624,180
2022-04-01 10:37:00,mysql,db_delay,12642,180
2022-04-01 10:56:00,index,excessive flow,12661,180
2022-04-01 11:15:00,cartservice,cpu,12680,180
2022-04-01 11:37:00,emailservice,faulty-update,12702,180
2022-04-01 11:56:00,emailservice,faulty-update,12721,180
2022-04-01 12:15:00,mysql,db_delay,12740,180
2022-04-01 12:34:00,setcurrency,excessive flow,12759,180
2022-04-01 12:53:00,cartservice,cpu,12778,180
2022-04-01 13:12:00,viewcart,excessive flow,12797,180
2022-04-01 13:31:00,mysql,db_delay,12816,180
2022-04-01 13:49:00,adservice,cpu,12834,180
2022-04-01 14:09:00,adservice,faulty-update,12854,180
2022-04-01 14:28:00,paymentservice,faulty-update,12873,180
2022-04-01 14:46:00,adservice,cpu,12891,180
2022-04-01 15:05:00,productcatalogservice,latency,12910,180
2022-04-01 15:23:00,mysql,db_delay,12928,180
2022-04-01 15:42:00,index,excessive flow,12947,180
2022-04-01 16:01:00,checkoutservice,faulty-update,12966,180
2022-04-01 16:20:00,currencyservice,faulty-update,12985,180
2022-04-01 16:40:00,currencyservice,cpu,13005,180
2022-04-01 16:59:00,adservice,faulty-update,13024,180
2022-04-01 17:17:00,shippingservice,cpu,13042,180
2022-04-01 17:36:00,currencyservice,faulty-update,13061,180
2022-04-01 17:56:00,productcatalogservice,faulty-update,13081,180
2022-04-01 18:14:00,checkoutservice,cpu,13099,180
2022-04-01 18:33:00,productcatalogservice,faulty-update,13118,180
2022-04-01 18:53:00,checkoutservice,cpu,13138,180
2022-04-01 19:11:00,emailservice,cpu,13156,180
2022-04-01 19:29:00,productcatalogservice,faulty-update,13174,180
2022-04-01 19:49:00,mysql,db_delay,13194,180
2022-04-01 20:09:00,productcatalogservice,latency,13214,180
2022-04-01 20:28:00,index,excessive flow,13233,180
2022-04-01 20:47:00,addtocart,excessive flow,13252,180
2022-04-01 21:06:00,mysql,db_delay,13271,180
2022-04-01 21:26:00,checkoutservice,faulty-update,13291,180
2022-04-01 21:44:00,addtocart,excessive flow,13309,180
2022-04-01 22:03:00,checkoutservice,cpu,13328,180
2022-04-01 22:22:00,adservice,cpu,13347,180
2022-04-01 22:41:00,checkoutservice,faulty-update,13366,180
2022-04-01 22:59:00,paymentservice,faulty-update,13384,180
2022-04-01 23:19:00,shippingservice,faulty-update,13404,180
2022-04-01 23:37:00,shippingservice,faulty-update,13422,180
2022-04-01 23:57:00,productcatalogservice,cpu,13442,180
2022-04-02 00:16:00,browseproduct,excessive flow,13461,180
2022-04-02 00:34:00,mysql,db_delay,13479,180
2022-04-02 00:53:00,recommendationservice,faulty-update,13498,180
2022-04-02 01:13:00,index,excessive flow,13518,180
2022-04-02 01:31:00,mysql,db_delay,13536,180
2022-04-02 01:51:00,adservice,cpu,13556,180
2022-04-02 02:11:00,checkoutservice,faulty-update,13576,180
2022-04-02 02:29:00,emailservice,cpu,13594,180
2022-04-02 02:48:00,mysql,db_delay,13613,180
2022-04-02 03:08:00,adservice,cpu,13633,180
2022-04-02 03:26:00,index,excessive flow,13651,180
2022-04-02 03:45:00,index,excessive flow,13670,180
2022-04-02 04:03:00,emailservice,faulty-update,13688,180
2022-04-02 04:23:00,currencyservice,cpu,13708,180
2022-04-02 04:43:00,paymentservice,cpu,13728,180
2022-04-02 05:01:00,shippingservice,faulty-update,13746,180
2022-04-02 05:20:00,mysql,db_delay,13765,180
2022-04-02 05:39:00,mysql,db_delay,13784,180
2022-04-02 05:58:00,productcatalogservice,faulty-update,13803,180
2022-04-02 06:17:00,index,excessive flow,13822,180
2022-04-02 06:36:00,adservice,faulty-update,13841,180
2022-04-02 06:54:00,recommendationservice,latency,13859,180
2022-04-02 07:13:00,emailservice,cpu,13878,180
2022-04-02 07:32:00,shippingservice,cpu,13897,180
2022-04-02 07:51:00,shippingservice,faulty-update,13916,180
2022-04-02 08:10:00,paymentservice,faulty-update,13935,180
2022-04-02 08:28:00,addtocart,excessive flow,13953,180
2022-04-02 08:47:00,checkout,excessive flow,13972,180
2022-04-02 09:06:00,recommendationservice,faulty-update,13991,180
2022-04-02 09:25:00,checkoutservice,faulty-update,14010,180
2022-04-02 09:43:00,adservice,cpu,14028,180
2022-04-02 10:02:00,browseproduct,excessive flow,14047,180
2022-04-02 10:20:00,paymentservice,faulty-update,14065,180
2022-04-02 10:39:00,recommendationservice,cpu,14084,180
2022-04-02 10:58:00,mysql,db_delay,14103,180
2022-04-02 11:17:00,adservice,cpu,14122,180
2022-04-02 11:36:00,addtocart,excessive flow,14141,180
2022-04-02 11:56:00,checkoutservice,cpu,14161,180
2022-04-02 12:15:00,emailservice,faulty-update,14180,180
2022-04-02 12:34:00,checkoutservice,faulty-update,14199,180
2022-04-02 12:53:00,checkout,excessive flow,14218,180
2022-04-02 13:12:00,shippingservice,faulty-update,14237,180
2022-04-02 13:31:00,cartservice,faulty-update,14256,180
2022-04-02 13:49:00,emailservice,cpu,14274,180
2022-04-02 14:07:00,mysql,db_delay,14292,180
2022-04-02 14:26:00,paymentservice,faulty-update,14311,180
2022-04-02 14:44:00,adservice,cpu,14329,180
2022-04-02 15:03:00,adservice,cpu,14348,180
2022-04-02 15:22:00,checkout,excessive flow,14367,180
2022-04-02 15:42:00,emailservice,faulty-update,14387,180
2022-04-02 16:01:00,recommendationservice,cpu,14406,180
2022-04-02 16:21:00,viewcart,excessive flow,14426,180
2022-04-02 16:39:00,adservice,cpu,14444,180
2022-04-02 16:58:00,paymentservice,faulty-update,14463,180
2022-04-02 17:17:00,checkoutservice,faulty-update,14482,180
2022-04-02 17:36:00,index,excessive flow,14501,180
2022-04-02 17:55:00,recommendationservice,faulty-update,14520,180
2022-04-02 18:14:00,emailservice,faulty-update,14539,180
2022-04-02 18:33:00,mysql,db_delay,14558,180
2022-04-02 18:52:00,adservice,faulty-update,14577,180
2022-04-02 19:10:00,checkoutservice,faulty-update,14595,180
2022-04-02 19:30:00,browseproduct,excessive flow,14615,180
2022-04-02 19:49:00,adservice,cpu,14634,180
2022-04-02 20:08:00,mysql,db_delay,14653,180
2022-04-02 20:27:00,emailservice,cpu,14672,180
2022-04-02 20:47:00,checkout,excessive flow,14692,180
2022-04-02 21:06:00,recommendationservice,faulty-update,14711,180
2022-04-02 21:25:00,adservice,faulty-update,14730,180
2022-04-02 21:44:00,checkoutservice,latency,14749,180
2022-04-02 22:03:00,cartservice,cpu,14768,180
2022-04-02 22:23:00,adservice,cpu,14788,180
2022-04-02 22:42:00,mysql,db_delay,14807,180
2022-04-02 23:01:00,adservice,cpu,14826,180
2022-04-02 23:19:00,checkout,excessive flow,14844,180
2022-04-02 23:39:00,index,excessive flow,14864,180
2022-04-02 23:58:00,adservice,faulty-update,14883,180
2022-04-03 00:16:00,recommendationservice,cpu,14901,180
2022-04-03 00:35:00,paymentservice,faulty-update,14920,180
2022-04-03 00:54:00,productcatalogservice,latency,14939,180
2022-04-03 01:13:00,productcatalogservice,faulty-update,14958,180
2022-04-03 01:32:00,checkoutservice,cpu,14977,180
2022-04-03 01:51:00,shippingservice,faulty-update,14996,180
2022-04-03 02:10:00,addtocart,excessive flow,15015,180
2022-04-03 02:28:00,cartservice,cpu,15033,180
2022-04-03 02:49:00,shippingservice,faulty-update,15054,180
2022-04-03 03:08:00,adservice,cpu,15073,180
2022-04-03 03:26:00,productcatalogservice,faulty-update,15091,180
2022-04-03 03:44:00,setcurrency,excessive flow,15109,180
2022-04-03 04:04:00,productcatalogservice,latency,15129,180
2022-04-03 04:23:00,cartservice,cpu,15148,180
2022-04-03 04:42:00,adservice,faulty-update,15167,180
2022-04-03 05:01:00,paymentservice,faulty-update,15186,180
2022-04-03 05:19:00,browseproduct,excessive flow,15204,180
2022-04-03 05:38:00,checkout,excessive flow,15223,180
2022-04-03 05:57:00,recommendationservice,latency,15242,180
2022-04-03 06:17:00,mysql,db_delay,15262,180
2022-04-03 06:36:00,adservice,faulty-update,15281,180
2022-04-03 06:55:00,checkoutservice,latency,15300,180
2022-04-03 07:14:00,cartservice,cpu,15319,180
2022-04-03 07:33:00,browseproduct,excessive flow,15338,180
2022-04-03 07:53:00,adservice,cpu,15358,180
2022-04-03 08:12:00,setcurrency,excessive flow,15377,180
2022-04-03 08:32:00,adservice,cpu,15397,180
2022-04-03 08:51:00,viewcart,excessive flow,15416,180
2022-04-03 09:10:00,browseproduct,excessive flow,15435,180
2022-04-03 09:28:00,adservice,faulty-update,15453,180
2022-04-03 09:47:00,emailservice,cpu,15472,180
2022-04-03 10:06:00,mysql,db_delay,15491,180
2022-04-03 10:26:00,mysql,db_delay,15511,180
2022-04-03 10:44:00,mysql,db_delay,15529,180
2022-04-03 11:03:00,emailservice,cpu,15548,180
2022-04-03 11:22:00,checkout,excessive flow,15567,180
2022-04-03 11:41:00,paymentservice,cpu,15586,180
2022-04-03 12:00:00,adservice,cpu,15605,180
2022-04-03 12:20:00,adservice,faulty-update,15625,180
2022-04-03 12:39:00,browseproduct,excessive flow,15644,180
2022-04-03 12:59:00,adservice,faulty-update,15664,180
2022-04-03 13:17:00,addtocart,excessive flow,15682,180
2022-04-03 13:36:00,adservice,cpu,15701,180
2022-04-03 13:55:00,checkoutservice,faulty-update,15720,180
2022-04-03 14:14:00,checkout,excessive flow,15739,180
2022-04-03 14:33:00,addtocart,excessive flow,15758,180
2022-04-03 14:52:00,checkoutservice,faulty-update,15777,180
2022-04-03 15:11:00,checkoutservice,latency,15796,180
2022-04-03 15:31:00,checkoutservice,cpu,15816,180
2022-04-03 15:50:00,setcurrency,excessive flow,15835,180
2022-04-03 16:09:00,adservice,cpu,15854,180
2022-04-03 16:23:00,mysql,db_delay,15868,180
2022-04-03 16:42:00,currencyservice,faulty-update,15887,180
2022-04-03 17:02:00,adservice,faulty-update,15907,180
2022-04-03 17:21:00,shippingservice,faulty-update,15926,180
2022-04-03 17:40:00,recommendationservice,latency,15945,180
2022-04-03 18:00:00,emailservice,faulty-update,15965,180
2022-04-03 18:18:00,mysql,db_delay,15983,180
2022-04-03 18:37:00,currencyservice,faulty-update,16002,180
2022-04-03 18:57:00,productcatalogservice,faulty-update,16022,180
2022-04-03 19:16:00,viewcart,excessive flow,16041,180
2022-04-03 19:35:00,addtocart,excessive flow,16060,180
2022-04-03 19:53:00,checkoutservice,faulty-update,16078,180
2022-04-03 20:11:00,shippingservice,faulty-update,16096,180
2022-04-03 20:29:00,recommendationservice,faulty-update,16114,180
2022-04-03 20:49:00,emailservice,faulty-update,16134,180
2022-04-03 21:08:00,adservice,cpu,16153,180
2022-04-03 21:28:00,emailservice,faulty-update,16173,180
2022-04-03 21:47:00,mysql,db_delay,16192,180
2022-04-03 22:06:00,addtocart,excessive flow,16211,180
2022-04-03 22:26:00,productcatalogservice,faulty-update,16231,180
2022-04-03 22:45:00,checkoutservice,faulty-update,16250,180
2022-04-03 23:03:00,productcatalogservice,latency,16268,180
2022-04-03 23:22:00,paymentservice,cpu,16287,180
2022-04-03 23:40:00,shippingservice,faulty-update,16305,180
2022-04-03 23:59:00,cartservice,latency,16324,180
2022-04-04 00:19:00,productcatalogservice,latency,16344,180
2022-04-04 00:38:00,addtocart,excessive flow,16363,180
2022-04-04 00:57:00,emailservice,cpu,16382,180
2022-04-04 01:16:00,adservice,cpu,16401,180
2022-04-04 01:35:00,emailservice,faulty-update,16420,180
2022-04-04 01:54:00,checkout,excessive flow,16439,180
2022-04-04 02:13:00,index,excessive flow,16458,180
2022-04-04 02:32:00,browseproduct,excessive flow,16477,180
2022-04-04 02:51:00,adservice,cpu,16496,180
2022-04-04 03:10:00,paymentservice,faulty-update,16515,180
2022-04-04 03:29:00,addtocart,excessive flow,16534,180
2022-04-04 03:48:00,paymentservice,cpu,16553,180
2022-04-04 04:07:00,viewcart,excessive flow,16572,180
2022-04-04 04:25:00,cartservice,faulty-update,16590,180
2022-04-04 04:45:00,cartservice,latency,16610,180
2022-04-04 05:03:00,mysql,db_delay,16628,180
2022-04-04 05:21:00,productcatalogservice,latency,16646,180
2022-04-04 05:40:00,checkoutservice,faulty-update,16665,180
2022-04-04 05:58:00,browseproduct,excessive flow,16683,180
2022-04-04 06:17:00,checkoutservice,faulty-update,16702,180
2022-04-04 06:36:00,checkout,excessive flow,16721,180
2022-04-04 06:55:00,adservice,cpu,16740,180
2022-04-04 07:13:00,addtocart,excessive flow,16758,180
2022-04-04 07:32:00,index,excessive flow,16777,180
2022-04-04 07:51:00,checkoutservice,cpu,16796,180
2022-04-04 08:10:00,currencyservice,faulty-update,16815,180
2022-04-04 08:30:00,adservice,cpu,16835,180
2022-04-04 08:48:00,recommendationservice,latency,16853,180
2022-04-04 09:07:00,mysql,db_delay,16872,180
2022-04-04 09:25:00,checkout,excessive flow,16890,180
2022-04-04 09:45:00,mysql,db_delay,16910,180
2022-04-04 10:03:00,index,excessive flow,16928,180
2022-04-04 10:23:00,checkout,excessive flow,16948,180
2022-04-04 10:42:00,checkoutservice,faulty-update,16967,180
2022-04-04 11:02:00,setcurrency,excessive flow,16987,180
2022-04-04 11:21:00,adservice,cpu,17006,180
2022-04-04 11:39:00,checkoutservice,faulty-update,17024,180
2022-04-04 11:58:00,checkoutservice,faulty-update,17043,180
2022-04-04 12:17:00,checkoutservice,faulty-update,17062,180
2022-04-04 12:37:00,checkoutservice,faulty-update,17082,180
2022-04-04 12:56:00,index,excessive flow,17101,180
2022-04-04 13:14:00,adservice,cpu,17119,180
2022-04-04 13:33:00,setcurrency,excessive flow,17138,180
2022-04-04 13:53:00,paymentservice,faulty-update,17158,180
2022-04-04 14:11:00,paymentservice,cpu,17176,180
2022-04-04 14:30:00,viewcart,excessive flow,17195,180
2022-04-04 14:50:00,index,excessive flow,17215,180
2022-04-04 15:09:00,adservice,cpu,17234,180
2022-04-04 15:27:00,currencyservice,faulty-update,17252,180
2022-04-04 15:47:00,productcatalogservice,faulty-update,17272,180
2022-04-04 16:05:00,viewcart,excessive flow,17290,180
2022-04-04 16:24:00,setcurrency,excessive flow,17309,180
2022-04-04 16:43:00,checkoutservice,cpu,17328,180
2022-04-04 17:02:00,addtocart,excessive flow,17347,180
2022-04-04 17:20:00,mysql,db_delay,17365,180
2022-04-04 17:39:00,shippingservice,faulty-update,17384,180
2022-04-04 17:59:00,adservice,cpu,17404,180
2022-04-04 18:18:00,emailservice,cpu,17423,180
2022-04-04 18:36:00,productcatalogservice,faulty-update,17441,180
2022-04-04 18:55:00,index,excessive flow,17460,180
2022-04-04 19:14:00,checkoutservice,faulty-update,17479,180
2022-04-04 19:32:00,emailservice,cpu,17497,180
2022-04-04 19:51:00,browseproduct,excessive flow,17516,180
2022-04-04 20:09:00,adservice,faulty-update,17534,180
2022-04-04 20:27:00,viewcart,excessive flow,17552,180
2022-04-04 20:46:00,adservice,cpu,17571,180
